9/16/2020, 9:51:09 PM | ERROR | 500 |data:{"length":174,"name":"error","severity":"ERROR","code":"42703","position":"15","file":"d:\\pginstaller_13.auto\\postgres.windows-x64\\src\\backend\\parser\\parse_relation.c","line":"3513","routine":"errorMissingColumn"} | 
9/16/2020, 10:52:32 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 10:52:50 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 10:52:58 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 10:53:30 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 10:53:54 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 10:55:07 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 10:55:28 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 10:56:16 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 10:56:59 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 10:57:29 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 10:57:53 PM | ERROR | 500 |data:{} | 
9/16/2020, 11:01:01 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:01:14 PM | ERROR | 500 |data:{} | 
9/16/2020, 11:01:39 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:02:03 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:02:55 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:03:03 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:03:13 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:03:23 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:04:11 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:04:19 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:04:34 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:04:39 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:04:47 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:04:55 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:05:31 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:05:39 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:05:46 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:06:00 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:06:27 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:07:02 PM | ERROR | 500 |data:{} | 
9/16/2020, 11:07:06 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:11:29 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:11:38 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:11:50 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:11:57 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:12:08 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:13:43 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:13:49 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:13:53 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:13:58 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:14:02 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:14:08 PM | ERROR | 500 |data:{} | 
9/16/2020, 11:14:12 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:14:22 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:14:25 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:14:37 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:15:07 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:15:24 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:15:29 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:15:53 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:17:45 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:22:00 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:22:24 PM | ERROR | 500 |data:{} | 
9/16/2020, 11:22:35 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:23:23 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:23:31 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:24:14 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:24:26 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:25:08 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:25:32 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:27:50 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:29:02 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:30:02 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:30:12 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:30:59 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
9/16/2020, 11:31:15 PM | INFO | 200 |data:[{"customer_id":1,"customer_fullname":"anass roman","customer_email":"anass@gmail.com","customer_phone_1":"012365478965","customer_phone_2":"0645814325","created_on":"2020-09-07T13:51:34.000Z","created_by":"anass","active":1,"city_id":0,"user_id":0}] | 
